Fold #,Percentile,Query ID,Predicted Depth,Reranked All Metric Value,Initial Metric Value,Maximum Metric Value,Depth of Maximum Metric Value,Bin,Metric Value At Predicted Depth,Ratio (Metric at Depth / Reranked All),Ratio (Metric at Depth / Maximum Metric Value)
0,10,1029559,13,7.80163950154093,55.190804,8.376242957483553,152,44.22~62.86,6.207323081247354,0.7956434131596728,0.7410629219752479
0,10,1090280,13,9.87045873230197,49.828533,10.00504876754383,469,44.22~62.86,6.650153529714169,0.6737431065843921,0.6646797716056246
0,10,15177,13,8.855590639448218,50.44311,8.855590639448218,140,44.22~62.86,2.102348621967144,0.23740354625269117,0.23740354625269117
0,10,269228,13,13.630678014265037,58.782337,13.630678014265037,27,44.22~62.86,11.152891950063175,0.8182198962070146,0.8182198962070146
0,10,277623,13,11.258790740070442,54.485775,11.258790740070442,14,44.22~62.86,10.680661087434666,0.9486508217460521,0.9486508217460521
0,10,390135,13,12.051203246072582,49.780525,12.051203246072582,204,44.22~62.86,0.6343633289973145,0.05263900342930901,0.05263900342930901
0,10,391417,13,10.662871238304108,55.257717,11.033513306533877,45,44.22~62.86,9.502748624387433,0.8911997915018255,0.8612622616551385
0,10,47228,13,13.630678014265037,50.845688,13.630678014265037,29,44.22~62.86,12.391784982164106,0.9091099481035073,0.9091099481035073
0,10,788396,13,10.048300322564923,61.919807,10.048300322564923,42,44.22~62.86,8.406554505832165,0.8366145751987549,0.8366145751987549
0,10,866336,13,3.1567065308538043,58.388283,5.148089041191962,18,44.22~62.86,4.6378211223118475,1.4691961628303285,0.9008820720082242
0,10,1015486,11,12.86666812285831,87.66433,12.86666812285831,106,62.86~93.26,8.346161155553554,0.6486653013709246,0.6486653013709246
0,10,1025772,11,12.630678014265037,73.33602,13.630678014265037,57,62.86~93.26,13.329648018601056,1.0553390723401075,0.977915258848537
0,10,1033927,11,6.717295890504302,73.064285,6.717295890504302,540,62.86~93.26,5.873459095995822,0.8743784986900244,0.8743784986900244
0,10,1057536,11,9.480790723718563,65.18116,10.46335142962182,41,62.86~93.26,8.534917877079533,0.9002327048235867,0.8156963793567251
0,10,1085421,11,13.630678014265037,75.37047,13.630678014265037,146,62.86~93.26,11.527060214986095,0.8456703476468725,0.8456703476468725
0,10,1093040,11,13.630678014265037,64.47808,13.630678014265037,22,62.86~93.26,12.436053489179551,0.9123576594036434,0.9123576594036434
0,10,1093186,11,11.99974826069358,65.278114,11.99974826069358,18,62.86~93.26,10.504093739944112,0.8753595085283047,0.8753595085283047
0,10,1096895,11,13.630678014265037,68.24048,13.630678014265037,17,62.86~93.26,13.341613187947148,0.9787930706003494,0.9787930706003494
0,10,1101423,11,10.008989023540916,66.99248,11.21804842974815,47,62.86~93.26,10.914548722308515,1.0904746420080733,0.9729454094141
0,10,30211,11,10.47621448894234,68.45552,10.47621448894234,94,62.86~93.26,9.03584220780659,0.8625102337627715,0.8625102337627715
0,10,323382,11,13.243825207030495,72.51143,13.630678014265037,331,62.86~93.26,3.1925360652163084,0.24105845670037596,0.23421696718792673
0,10,600134,11,7.466556751077204,85.31157,7.466556751077204,494,62.86~93.26,4.892789260714372,0.6552939224641248,0.6552939224641248
0,10,66388,11,9.02163403292939,67.561806,9.746825570724347,105,62.86~93.26,7.750437663159106,0.8590946645440996,0.7951755786456659
0,10,669979,11,9.629463226481612,85.62661,10.005110691938466,288,62.86~93.26,9.148065069844993,0.9500077890829113,0.9143392163782825
0,10,700571,11,10.7036135486264,63.624496,11.104808615715395,26,62.86~93.26,9.996579098018229,0.9339443219436014,0.9002027359455063
0,10,74717,11,10.98977792084229,67.44002,10.98977792084229,494,62.86~93.26,8.119459999043265,0.7388192971256116,0.7388192971256116
0,10,1011630,11,6.495452032393595,133.92525,7.131473078933742,120,93.26~142.64,3.4157110250334464,0.5258619427868743,0.47896289970208294
0,10,1092228,11,13.630678014265037,102.0399,13.630678014265037,17,93.26~142.64,13.341613187947148,0.9787930706003494,0.9787930706003494
0,10,1093322,11,8.559972811990695,117.687386,8.559972811990695,433,93.26~142.64,6.026135637717335,0.7039900441361221,0.7039900441361221
0,10,1093539,11,7.468966086184148,126.81912,7.468966086184148,318,93.26~142.64,5.3610887033962795,0.7177819046886621,0.7177819046886621
0,10,1095656,11,9.91919951522064,135.65439,9.91919951522064,683,93.26~142.64,6.309812235026179,0.6361211129329547,0.6361211129329547
0,10,1097016,11,9.89103244292026,132.1431,9.89103244292026,278,93.26~142.64,5.385424265341916,0.544475442419225,0.544475442419225
0,10,323998,11,11.338710264439491,133.1316,12.061977845523923,15,93.26~142.64,11.760947849859944,1.0372385902429022,0.9750430651159181
0,10,43762,11,12.725118315497438,121.15229,13.014183141815328,356,93.26~142.64,10.530493790411953,0.8275360220098908,0.8091551867421369
0,10,504670,11,13.630678014265037,99.10249,13.630678014265037,45,93.26~142.64,8.489953968445532,0.6228563215681907,0.6228563215681907
0,10,529738,11,7.461372836841218,99.38899,7.461372836841218,23,93.26~142.64,6.084394269677935,0.8154523842630776,0.8154523842630776
0,10,556754,11,12.441137493823682,102.7003,12.441137493823682,113,93.26~142.64,9.9039286685191,0.796062954326792,0.796062954326792
0,10,581552,11,7.635632752850816,93.56212,10.310207740252224,16,93.26~142.64,9.33669368646167,1.2227793018169648,0.9055776490332155
0,10,671957,11,2.7201861405678747,105.59664,4.092919138072481,51,93.26~142.64,3.430676558073393,1.2611918379075315,0.8381979810353731
0,10,922024,11,13.630678014265037,127.0699,13.630678014265037,31,93.26~142.64,10.801868677191138,0.7924674521609681,0.7924674521609681
0,10,999753,11,4.297596420238125,110.05177,9.13420902987709,17,93.26~142.64,8.276549082987765,1.9258553558012252,0.9061046288645241
0,10,1023101,9,6.388615819488755,208.7694,9.148003145450357,113,142.64~278.68,8.353409558311744,1.3075460779515493,0.91314021491851
0,10,1029090,9,10.930641320973097,225.18695,10.930641320973097,885,142.64~278.68,7.911379559633162,0.7237799985672619,0.7237799985672619
0,10,1037662,9,12.666414927360249,144.7636,12.954760380712608,25,142.64~278.68,9.371466735906676,0.7398673412840536,0.723399465563189
0,10,1075871,9,10.211385314978232,193.96109,11.707249858949837,13,142.64~278.68,11.402872183601602,1.1166821965748053,0.9740009242977293
0,10,1085420,9,5.14527201342591,162.93707,8.08511611204912,322,142.64~278.68,7.10310116121099,1.380510329225818,0.8785404022368153
0,10,1091923,9,6.8326241644062335,233.03294,6.8326241644062335,138,142.64~278.68,5.8004993437457815,0.8489416663604612,0.8489416663604612
0,10,117956,9,13.630678014265037,174.9838,13.630678014265037,25,142.64~278.68,11.061007256348033,0.8114788746951734,0.8114788746951734
0,10,398447,9,11.60490123698269,179.65312,11.60490123698269,14,142.64~278.68,11.303871241318708,0.9740600984431773,0.9740600984431773
0,10,450523,9,4.997288266945328,189.09505,5.271918212141468,12,142.64~278.68,3.707323081247355,0.7418669652838569,0.7032209021583873
0,10,467925,9,8.564423339410903,143.59903,9.699013374652765,12,142.64~278.68,8.18892397278155,0.9561559077887455,0.8443048438496171
0,10,547301,9,13.200001456191645,144.4585,13.329648018601056,12,142.64~278.68,12.959005950371283,0.9817427667246719,0.9721941593872131
0,10,604791,9,10.507619936637266,227.35477,10.507619936637266,22,142.64~278.68,8.472085511897927,0.8062801626806111,0.8062801626806111
0,10,690606,9,6.864396850157386,233.193,8.562821099428277,0,142.64~278.68,8.36818928601823,1.2190713137202092,0.9772701296511915
0,10,961568,9,12.02614831116142,155.88918,12.02614831116142,34,142.64~278.68,9.499986232691455,0.7899442104729871,0.7899442104729871
0,10,984689,9,6.239566963927731,205.34474,7.688923972781549,13,142.64~278.68,7.156620635112198,1.146973928877781,0.9307701130153346
0,10,993774,9,8.845377356638178,225.52422,12.4504883703013,13,142.64~278.68,11.73102160269895,1.3262318982802002,0.9422137713634972
0,10,1045590,7,13.329648018601056,712.0589,13.329648018601056,19,278.68~5153.07,9.977891358913244,0.748548749748639,0.748548749748639
0,10,1057190,7,9.851665945027309,616.5179,9.851665945027309,17,278.68~5153.07,7.351423677206585,0.7462112213536091,0.7462112213536091
0,10,1098851,7,5.024407690378696,546.55084,5.024407690378696,79,278.68~5153.07,2.763923995665121,0.5500994676363138,0.5500994676363138
0,10,175421,7,8.889553242386327,1108.808,9.178618068704216,67,278.68~5153.07,7.939725036603284,0.8931523126208231,0.8650240131109593
0,10,334654,7,9.0429500787531,553.4037,9.077226943742447,28,278.68~5153.07,7.111344124492045,0.7863964815199559,0.7834269395891198
0,10,445494,7,9.160842233423908,823.1879,9.50261453941018,129,278.68~5153.07,8.071671742169094,0.8811058564810879,0.849415885353811
0,10,453347,7,10.203063744280133,414.5422,10.203063744280133,614,278.68~5153.07,8.845377356638178,0.8669334602164885,0.8669334602164885
0,10,495919,7,8.216851134327708,334.47607,9.220956172174708,138,278.68~5153.07,6.859024214874074,0.8347509408097936,0.7438517315126132
0,10,802038,7,6.846856557172109,366.374,11.37056884593225,13,278.68~5153.07,10.256255054619013,1.4979509164501987,0.9020001719868329
0,10,987326,7,7.010254151571571,606.93536,9.413998917962244,166,278.68~5153.07,9.17871068997151,1.3093263798308667,0.9750065588448501
0,20,1028599,81,7.920982661428224,2.0606124,8.163401890222309,87,0.23~10.53,7.605165649733196,0.9601290616083632,0.9316172046903952
0,20,1087791,81,13.630678014265037,10.017178,13.630678014265037,117,0.23~10.53,13.329648018601056,0.977915258848537,0.977915258848537
0,20,559161,81,11.910577769438769,4.7290864,11.910577769438769,859,0.23~10.53,10.689467298143835,0.8974768063369547,0.8974768063369547
0,20,897497,81,10.366754018599917,10.121282,10.553446251603688,428,0.23~10.53,7.885424265341916,0.7606454490184655,0.7471895035371651
0,20,924972,81,8.113518726644532,10.518543,8.815922306406408,347,0.23~10.53,5.966241679685392,0.7353457705215429,0.6767575158131562
0,20,1007959,24,12.05254836162926,16.805826,13.315213137479308,28,10.53~17.33,12.395311178857256,1.0284390327210156,0.930913463485407
0,20,1040694,24,3.18945462469975,15.979641,3.18945462469975,774,10.53~17.33,0.9319597492354388,0.2922003473628887,0.2922003473628887
0,20,1086332,24,11.643541073585558,12.788483,13.200001456191645,116,10.53~17.33,12.41049187369716,1.065869205533315,0.9401886745910808
0,20,1086468,24,13.341613187947148,15.759402,13.630678014265037,20,10.53~17.33,13.630678014265037,1.021666407371114,1.0
0,20,1101263,24,12.421618608057804,16.035706,12.421618608057804,901,10.53~17.33,8.75678817594287,0.7049635359326208,0.7049635359326208
0,20,178862,24,13.630678014265037,14.339492,13.630678014265037,14,10.53~17.33,13.341613187947148,0.9787930706003494,0.9787930706003494
0,20,19607,24,6.8461611555535535,16.02159,7.484770054209548,93,10.53~17.33,5.025869398549641,0.7341149710553767,0.6714794659220047
0,20,398258,24,10.87380641198622,16.667164,10.87380641198622,127,10.53~17.33,10.19517457597346,0.9375902227517402,0.9375902227517402
0,20,636551,24,12.540583192283169,13.11422,12.540583192283169,136,10.53~17.33,11.522604622105282,0.9188252607897615,0.9188252607897615
0,20,706487,24,12.66569555439472,13.466305,13.040583192283169,340,10.53~17.33,6.474235896161738,0.5111630757550713,0.49646827911752445
0,20,780850,24,13.630678014265037,14.764512,13.630678014265037,60,10.53~17.33,9.07143130076556,0.665515779279061,0.665515779279061
0,20,1092032,44,6.922818895979957,20.310146,6.922818895979957,861,17.33~24.37,4.210318626022307,0.6081798020842659,0.6081798020842659
0,20,1096044,44,13.630678014265037,20.954517,13.630678014265037,17,17.33~24.37,13.630678014265037,1.0,1.0
0,20,424474,44,1.2317065537373744,22.28716,2.9671660104124484,56,17.33~24.37,2.2797279636905197,1.8508693948027863,0.7683183063200525
0,20,581877,44,12.692814977828087,18.094032,12.692814977828087,640,17.33~24.37,6.661626032339282,0.5248344078107074,0.5248344078107074
0,20,821068,44,13.630678014265037,17.694773,13.630678014265037,29,17.33~24.37,13.341613187947148,0.9787930706003494,0.9787930706003494
0,20,1084129,37,9.942135293389963,25.971066,9.942135293389963,534,24.37~33.10,9.883431905252769,0.9940954949409888,0.9940954949409888
0,20,925286,37,9.934886890631772,25.69078,10.235916886295753,27,24.37~33.10,9.934886890631772,1.0,0.9705908128203921
0,20,993211,37,9.990587445669451,32.37305,9.990587445669451,626,24.37~33.10,8.892142016181907,0.8900519678686483,0.8900519678686483
0,20,996579,37,12.031332225397405,25.46448,12.031332225397405,224,24.37~33.10,11.099451083579012,0.9225454734055761,0.9225454734055761
0,20,1032081,19,3.0070698857492903,35.30045,3.538553940861261,288,33.10~44.22,2.48713694067948,0.8270964876693395,0.7028681722099528
0,20,1046828,19,3.7533279132226793,34.398056,4.455645597242949,15,33.10~44.22,4.455645597242949,1.1871186584966529,1.0
0,20,1094971,19,13.341613187947148,42.79253,13.630678014265037,282,33.10~44.22,10.943418484552009,0.8202470218847541,0.8028521012013704
0,20,1096092,19,11.774570736748869,34.165123,12.739553196619186,156,33.10~44.22,8.50438884956728,0.7222674218623333,0.6675578584517523
0,20,490967,19,13.329648018601056,37.44201,13.630678014265037,49,33.10~44.22,9.666771961378048,0.725208343677823,0.7091923051268172
0,20,857916,19,12.630678014265037,39.91699,12.669941124053397,267,33.10~44.22,2.68945462469975,0.21293034480510792,0.21227049110701263
0,20,899937,19,13.630678014265037,36.92168,13.630678014265037,0,33.10~44.22,13.630678014265037,1.0,1.0
0,20,1003368,19,13.243825207030495,49.943825,13.630678014265037,40,44.22~62.86,9.519701698597624,0.7188030308301021,0.6984026538250617
0,20,1029559,19,7.80163950154093,55.190804,8.376242957483553,152,44.22~62.86,6.166580770925061,0.7904211377245869,0.7361988903886411
0,20,1090280,19,9.87045873230197,49.828533,10.00504876754383,469,44.22~62.86,6.218664977407953,0.6300279598005724,0.621552690235871
0,20,15177,19,8.855590639448218,50.44311,8.855590639448218,140,44.22~62.86,3.497318963817989,0.3949278039387673,0.3949278039387673
0,20,269228,19,13.630678014265037,58.782337,13.630678014265037,27,44.22~62.86,13.341613187947148,0.9787930706003494,0.9787930706003494
0,20,277623,19,11.258790740070442,54.485775,11.258790740070442,14,44.22~62.86,10.969725913752557,0.9743254108730263,0.9743254108730263
0,20,390135,19,12.051203246072582,49.780525,12.051203246072582,204,44.22~62.86,1.6309297535714575,0.1353333538792459,0.1353333538792459
0,20,391417,19,10.662871238304108,55.257717,11.033513306533877,45,44.22~62.86,8.659968314796451,0.8121610137884201,0.7848785852887087
0,20,47228,19,13.630678014265037,50.845688,13.630678014265037,29,44.22~62.86,12.391784982164106,0.9091099481035073,0.9091099481035073
0,20,788396,19,10.048300322564923,61.919807,10.048300322564923,42,44.22~62.86,9.381633655898256,0.93365378767894,0.93365378767894
0,20,866336,19,3.1567065308538043,58.388283,5.148089041191962,18,44.22~62.86,4.844589333752326,1.53469740896123,0.9410461425567408
0,20,1015486,16,12.86666812285831,87.66433,12.86666812285831,106,62.86~93.26,9.718226946757053,0.7553025269605045,0.7553025269605045
0,20,1025772,16,12.630678014265037,73.33602,13.630678014265037,57,62.86~93.26,13.315213137479308,1.0541962294059875,0.9768562593544076
0,20,1033927,16,6.717295890504302,73.064285,6.717295890504302,540,62.86~93.26,5.859024214874075,0.8722295861875764,0.8722295861875764
0,20,1057536,16,9.480790723718563,65.18116,10.46335142962182,41,62.86~93.26,8.850382753865262,0.9335068151777489,0.8458458853642025
0,20,1085421,16,13.630678014265037,75.37047,13.630678014265037,146,62.86~93.26,11.816125041303986,0.8668772770465233,0.8668772770465233
0,20,1093040,16,13.630678014265037,64.47808,13.630678014265037,22,62.86~93.26,12.436053489179551,0.9123576594036434,0.9123576594036434
0,20,1093186,16,11.99974826069358,65.278114,11.99974826069358,18,62.86~93.26,11.132553781739915,0.9277322773683302,0.9277322773683302
0,20,1096895,16,13.630678014265037,68.24048,13.630678014265037,17,62.86~93.26,13.341613187947148,0.9787930706003494,0.9787930706003494
0,20,1101423,16,10.008989023540916,66.99248,11.21804842974815,47,62.86~93.26,11.206083260402057,1.1196019132447446,0.9989334000988653
0,20,30211,16,10.47621448894234,68.45552,10.47621448894234,94,62.86~93.26,9.03584220780659,0.8625102337627715,0.8625102337627715
0,20,323382,16,13.243825207030495,72.51143,13.630678014265037,331,62.86~93.26,3.57938887245085,0.27026850751176695,0.2625980064018004
0,20,600134,16,7.466556751077204,85.31157,7.466556751077204,494,62.86~93.26,5.892789260714372,0.7892244654625061,0.7892244654625061
0,20,66388,16,9.02163403292939,67.561806,9.746825570724347,105,62.86~93.26,8.550543328096031,0.9477821087494954,0.8772644248172985
0,20,669979,16,9.629463226481612,85.62661,10.005110691938466,288,62.86~93.26,9.080922709054857,0.9430351926659594,0.9076284099856821
0,20,700571,16,10.7036135486264,63.624496,11.104808615715395,26,62.86~93.26,10.277103952794642,0.9601527471172114,0.9254643018566393
0,20,74717,16,10.98977792084229,67.44002,10.98977792084229,494,62.86~93.26,8.119459999043265,0.7388192971256116,0.7388192971256116
0,20,1011630,15,6.495452032393595,133.92525,7.131473078933742,120,93.26~142.64,3.4547956178129073,0.5318791672363108,0.48444347746587146
0,20,1092228,15,13.630678014265037,102.0399,13.630678014265037,17,93.26~142.64,13.341613187947148,0.9787930706003494,0.9787930706003494
0,20,1093322,15,8.559972811990695,117.687386,8.559972811990695,433,93.26~142.64,7.713166913459891,0.9010737630679609,0.9010737630679609
0,20,1093539,15,7.468966086184148,126.81912,7.468966086184148,318,93.26~142.64,5.3610887033962795,0.7177819046886621,0.7177819046886621
0,20,1095656,15,9.91919951522064,135.65439,9.91919951522064,683,93.26~142.64,6.598877061344067,0.6652630639416353,0.6652630639416353
0,20,1097016,15,9.89103244292026,132.1431,9.89103244292026,278,93.26~142.64,5.474235896161738,0.5534544475263603,0.5534544475263603
0,20,323998,15,11.338710264439491,133.1316,12.061977845523923,15,93.26~142.64,12.061977845523923,1.0637874647306886,1.0
0,20,43762,15,12.725118315497438,121.15229,13.014183141815328,356,93.26~142.64,10.530493790411953,0.8275360220098908,0.8091551867421369
0,20,504670,15,13.630678014265037,99.10249,13.630678014265037,45,93.26~142.64,9.666771961378048,0.7091923051268172,0.7091923051268172
0,20,529738,15,7.461372836841218,99.38899,7.461372836841218,23,93.26~142.64,7.061341898894345,0.9463864161871548,0.9463864161871548
0,20,556754,15,12.441137493823682,102.7003,12.441137493823682,113,93.26~142.64,10.98840636453298,0.8832316474267806,0.8832316474267806
0,20,581552,15,7.635632752850816,93.56212,10.310207740252224,16,93.26~142.64,9.732078087616449,1.2745607865940005,0.9439264787673781
0,20,671957,15,2.7201861405678747,105.59664,4.092919138072481,51,93.26~142.64,3.430676558073393,1.2611918379075315,0.8381979810353731
0,20,922024,15,13.630678014265037,127.0699,13.630678014265037,31,93.26~142.64,12.996314685267723,0.9534606181487504,0.9534606181487504
0,20,999753,15,4.297596420238125,110.05177,9.13420902987709,17,93.26~142.64,8.845144203559203,2.0581607341968846,0.9683536006924754
0,20,1023101,15,6.388615819488755,208.7694,9.148003145450357,113,142.64~278.68,8.620045287031537,1.349282149778941,0.9422870926010347
0,20,1029090,15,10.930641320973097,225.18695,10.930641320973097,885,142.64~278.68,8.501474381615031,0.7777653782585366,0.7777653782585366
0,20,1037662,15,12.666414927360249,144.7636,12.954760380712608,25,142.64~278.68,12.496314685267723,0.9865707666243352,0.9646117965927467
0,20,1075871,15,10.211385314978232,193.96109,11.707249858949837,13,142.64~278.68,11.707249858949837,1.1464898735901627,1.0
0,20,1085420,15,5.14527201342591,162.93707,8.08511611204912,322,142.64~278.68,7.769767827877656,1.510079118772238,0.9609964433656674
0,20,1091923,15,6.8326241644062335,233.03294,6.8326241644062335,138,142.64~278.68,5.467166010412448,0.8001561155511843,0.8001561155511843
0,20,117956,15,13.630678014265037,174.9838,13.630678014265037,25,142.64~278.68,13.008279854613816,0.9543384299005628,0.9543384299005628
0,20,398447,15,11.60490123698269,179.65312,11.60490123698269,14,142.64~278.68,11.60490123698269,1.0,1.0
0,20,450523,15,4.997288266945328,189.09505,5.271918212141468,12,142.64~278.68,5.271918212141468,1.0549557941279244,1.0
0,20,467925,15,8.564423339410903,143.59903,9.699013374652765,12,142.64~278.68,9.12088372201699,1.064973479305422,0.940392942013396
0,20,547301,15,13.200001456191645,144.4585,13.329648018601056,12,142.64~278.68,12.841613187947148,0.9728493766130314,0.9633872679929079
0,20,604791,15,10.507619936637266,227.35477,10.507619936637266,22,142.64~278.68,9.666771961378048,0.9199773135753221,0.9199773135753221
0,20,690606,15,6.864396850157386,233.193,8.562821099428277,0,142.64~278.68,8.24953977318468,1.2017865448725527,0.9634137718625799
0,20,961568,15,12.02614831116142,155.88918,12.02614831116142,34,142.64~278.68,10.525395771917577,0.8752092107619361,0.8752092107619361
0,20,984689,15,6.239566963927731,205.34474,7.688923972781549,13,142.64~278.68,7.381990689916058,1.183093431418065,0.9600811135664729
0,20,993774,15,8.845377356638178,225.52422,12.4504883703013,13,142.64~278.68,12.4504883703013,1.4075700638093864,1.0
0,20,1045590,10,13.329648018601056,712.0589,13.329648018601056,19,278.68~5153.07,10.9327058094953,0.820179632218277,0.820179632218277
0,20,1057190,10,9.851665945027309,616.5179,9.851665945027309,17,278.68~5153.07,7.633746781337509,0.7748686185599596,0.7748686185599596
0,20,1098851,10,5.024407690378696,546.55084,5.024407690378696,79,278.68~5153.07,2.7073230812473543,0.5388342762136208,0.5388342762136208
0,20,175421,10,8.889553242386327,1108.808,9.178618068704216,67,278.68~5153.07,7.939725036603284,0.8931523126208231,0.8650240131109593
0,20,334654,10,9.0429500787531,553.4037,9.077226943742447,28,278.68~5153.07,7.610349563969181,0.8415781904900823,0.8384002747904761
0,20,445494,10,9.160842233423908,823.1879,9.50261453941018,129,278.68~5153.07,8.071671742169094,0.8811058564810879,0.849415885353811
0,20,453347,10,10.203063744280133,414.5422,10.203063744280133,614,278.68~5153.07,8.845377356638178,0.8669334602164885,0.8669334602164885
0,20,495919,10,8.216851134327708,334.47607,9.220956172174708,138,278.68~5153.07,6.974235896161738,0.8487723316569932,0.7563462797065769
0,20,802038,10,6.846856557172109,366.374,11.37056884593225,13,278.68~5153.07,10.436232006188453,1.5242369865710796,0.9178284875274249
0,20,987326,10,7.010254151571571,606.93536,9.413998917962244,166,278.68~5153.07,9.134442182956066,1.3030115578489108,0.9703041462568289
0,25,1028599,99,7.920982661428224,2.0606124,8.163401890222309,87,0.23~10.53,8.163401890222309,1.0306046912556144,1.0
0,25,1087791,99,13.630678014265037,10.017178,13.630678014265037,117,0.23~10.53,13.341613187947148,0.9787930706003494,0.9787930706003494
0,25,559161,99,11.910577769438769,4.7290864,11.910577769438769,859,0.23~10.53,10.689467298143835,0.8974768063369547,0.8974768063369547
0,25,897497,99,10.366754018599917,10.121282,10.553446251603688,428,0.23~10.53,7.810564774270024,0.7534243370930181,0.7400961342919751
0,25,924972,99,8.113518726644532,10.518543,8.815922306406408,347,0.23~10.53,6.6531563628136805,0.8200087516856196,0.7546750222581844
0,25,1007959,33,12.05254836162926,16.805826,13.315213137479308,28,10.53~17.33,12.329648018601056,1.0229909599744047,0.9259820245682655
0,25,1040694,33,3.18945462469975,15.979641,3.18945462469975,774,10.53~17.33,0.6309297535714575,0.1978174414789965,0.1978174414789965
0,25,1086332,33,11.643541073585558,12.788483,13.200001456191645,116,10.53~17.33,12.496314685267723,1.0732400569803253,0.9466904020231114
