query_id	NQC	UEF	RSD	OddsRatio	WIG	Scaled NQC	QV-NQC Variant	DenseQPP	SMV	Sigma_max	Sigma_x	max_dcg_value_mono_1000	max_dcg_value_mono_1000_depth	initial_splade_retrieved_dcg_value	mono_1000_reranked_all_dcg_value
1003368	49.943825	171.75255	5.721692	6.567091	14.313729	49.943825	49.943825	0.009213195	12.387339	1.7970468	1.7914943	13.329648018601056	0	13.329648018601056	13.243825207030495
1003549	34.626022	114.32216	4.65489	6.9646363	10.228327	34.626022	34.626022	0.009722499	10.2493725	1.582017	1.5466526	8.435472178620046	35	5.562513316361025	7.845377356638177
1003601	42.858196	144.839	4.3844113	6.906156	11.39522	42.858196	42.858196	0.009372875	11.68473	1.6761208	1.6761208	12.96401134759837	13	12.727588027273093	12.674946521280482
1004707	34.362015	125.56915	4.939299	11.83323	15.082956	34.362015	34.362015	0.010287828	14.288288	1.5224615	1.5224615	13.630678014265037	11	13.341613187947148	13.630678014265037
1004922	153.41359	556.7625	43.62338	9.701322	19.868052	153.41359	153.41359	0.009799941	26.539549	2.633991	2.633991	12.918263640048991	17	9.541507523010225	12.918263640048993
1004924	42.80884	142.20525	2.8117433	10.791731	12.493004	42.80884	42.80884	0.008414057	10.5397835	2.681165	1.7804836	13.630678014265037	0	13.630678014265037	12.829648018601056
1006098	20.054302	68.906944	3.633939	7.6042585	10.0564785	20.054302	20.054302	0.00935268	7.3360863	1.1476218	0.97507286	13.630678014265037	26	12.552548361629261	13.630678014265037
1006300	22.39472	78.85457	2.922728	7.664874	7.196979	22.39472	22.39472	0.009912905	7.3147635	1.1669065	0.86503994	13.630678014265037	16	11.369809018363844	13.630678014265037
1007	134.44357	428.02353	14.867298	19.24581	7.730616	134.44357	134.44357	0.009517769	24.510624	1.8637316	1.8637316	9.666771961378048	0	9.666771961378048	8.720377331020861
1007242	44.638092	148.34691	5.609439	9.191104	31.302483	44.638092	44.638092	0.009347602	16.69828	2.3563304	2.3563304	4.653717711604541	0	4.653717711604541	2.562770440786971
1007812	293.44403	944.4017	27.58976	17.547907	15.413754	293.44403	293.44403	0.009556618	35.17805	4.6056833	4.083646	8.200889142127643	0	8.200889142127643	6.748996447822394
1007827	11.697676	43.139866	1.4176626	8.049797	13.686001	11.697676	11.697676	0.009203509	6.048789	1.0415347	1.0156243	13.630678014265037	0	13.630678014265037	13.630678014265037
1007871	221.72987	805.4109	14.365592	15.785097	14.296135	221.72987	221.72987	0.009094481	28.131859	4.265932	3.5940824	9.006453338089486	6	8.975807717962967	6.726122594047705
1007959	16.805826	64.44802	3.5293357	9.820458	4.2641277	16.805826	16.805826	0.008701267	8.03508	0.84978133	0.71021384	12.05254836162926	12	11.65640413290608	12.052548361629261
1008337	214.6743	729.2367	32.933655	13.781942	7.146362	214.6743	214.6743	0.009435937	23.16744	5.5443363	5.2080283	7.980524484550869	13	7.739528978730511	7.209695352836812
100856	5.7252502	20.635597	0.69801605	9.365235	9.472667	5.7252502	5.7252502	0.008590766	5.0537777	0.54286414	0.54286414	13.630678014265037	11	13.341613187947148	13.341613187947148
1008913	9.286756	32.70601	1.1549555	8.2994795	5.2021427	9.286756	9.286756	0.010539113	5.634692	0.7459171	0.7459171	11.67159884159623	10	11.395623780843412	10.404740662751921
1008990	128.51724	461.77298	10.340109	19.126806	12.701721	128.51724	128.51724	0.010136908	28.371237	2.9929273	2.7458317	10.516058909290203	36	8.604813514823897	9.791771986995363
1010067	371.83923	1354.5924	42.865772	13.751086	16.522257	371.83923	371.83923	0.009742923	44.497147	3.4743338	3.4743338	12.076320105378375	13	9.664935726826313	11.66298135193439
1010927	31.862732	101.303856	1.7509991	6.7078257	10.308224	31.862732	31.862732	0.007036074	7.8636384	2.266766	1.5155723	13.630678014265037	11	13.028618022937074	12.96401134759837
1011630	133.92525	461.90378	9.217882	10.556619	17.782103	133.92525	133.92525	0.0103585	20.71322	4.3755217	2.8287592	6.784516858711482	26	6.648089041191962	6.495452032393595
1011964	176.17479	628.31226	12.473836	8.848781	12.631692	176.17479	176.17479	0.010132188	22.886889	4.1897764	4.1748295	9.928983603430265	11	8.500371533879074	9.928983603430263
1012638	5.7230983	21.24542	0.6955243	6.1668415	12.428633	5.7230983	5.7230983	0.010642676	4.5155926	0.73823875	0.73823875	9.395749209508162	12	9.165755009383696	6.507822424993137
1012903	283.07144	999.85846	22.899427	11.943287	12.964668	283.07144	283.07144	0.008558145	30.361738	3.2394788	2.691724	13.630678014265037	11	13.028618022937074	10.965887115073249
1012920	51.53151	171.61635	5.2018666	10.269028	5.76276	51.53151	51.53151	0.009245794	13.799647	1.2306043	1.2306043	6.850406725212233	0	6.850406725212233	5.549988458289155
1013045	112.8099	401.3694	9.416769	8.552263	13.328008	112.8099	112.8099	0.009314652	21.124228	2.5162926	2.3907862	13.630678014265037	0	13.630678014265037	12.769324898118251
1013424	12.200784	42.91872	0.8682687	8.229469	8.876053	12.200784	12.200784	0.011040905	6.5449276	0.87193227	0.85131466	6.9719928906306325	6	6.289522255938566	6.877528618051259
1013615	8.036756	27.786972	1.0176928	7.113361	8.366912	8.036756	8.036756	0.009052072	4.9996924	0.7442423	0.7442423	9.622948210539196	0	9.622948210539196	9.221949152822088
1015483	6.9906955	24.905842	0.866454	8.357279	7.764304	6.9906955	6.9906955	0.012345917	4.743703	0.6988752	0.6988752	6.897664051476941	23	6.200796520860349	6.1659574977395675
1015486	87.66433	300.46072	9.380385	9.3467655	9.494926	87.66433	87.66433	0.009783297	18.124453	1.9352258	1.9352258	12.86666812285831	28	11.78102382829665	12.86666812285831
1016815	504.75284	1757.1263	48.1025	18.056196	32.418846	504.75284	504.75284	0.0068189534	66.90945	6.3842134	4.595429	6.819355881832265	12	6.350406725212233	6.50636071682219
1017028	9.050874	30.948816	0.4994659	10.516285	2.014864	9.050874	9.050874	0.010569664	5.607714	0.48868585	0.48868585	13.630678014265037	0	13.630678014265037	13.630678014265037
1017399	67.808685	248.58543	5.110318	8.747242	17.799246	67.808685	67.808685	0.00994265	14.420898	2.8109791	2.429015	11.152891950063175	0	11.152891950063175	11.152891950063175
1018610	29.787493	101.05232	2.607205	6.0610065	13.540283	29.787493	29.787493	0.008831607	10.055915	1.7699516	1.7699516	13.297344680931705	13	12.329648018601056	12.684283383907852
1019058	33.331944	120.00563	4.6426	9.648249	10.513965	33.331944	33.331944	0.009984549	12.0597515	1.36407	1.36407	11.848885562052311	12	11.234259168752919	11.067147745909661
1019198	43.544773	143.6523	6.260781	12.579477	13.213809	43.544773	43.544773	0.010635127	15.63221	1.6849021	1.6849021	13.630678014265037	0	13.630678014265037	12.56205645294097
1019264	30.645226	108.1918	3.2306745	10.543745	10.458427	30.645226	30.645226	0.0098910695	12.924445	1.1904602	1.1904602	5.464263086904791	41	1.0	5.464263086904791
1019976	15.26176	56.637146	1.5777465	8.126731	8.1303005	15.26176	15.26176	0.009737846	6.9693847	0.89315766	0.89315766	13.630678014265037	0	13.630678014265037	13.630678014265037
1020066	94.617485	311.925	8.423862	9.029175	5.7979364	94.617485	94.617485	0.011513691	15.469867	2.5375993	2.1900694	6.49289487715041	0	6.49289487715041	5.312660522463761
1020147	375.70258	1434.8612	32.376305	16.64064	20.883461	375.70258	375.70258	0.0110119	49.02133	4.7585263	4.7017946	12.350230677608993	18	10.6694152910541	12.350230677608993
1020710	56.5055	205.86082	4.974544	7.0425024	11.275328	56.5055	56.5055	0.010186352	14.243783	1.6272624	1.6060387	11.2323906896026	8	10.578501186514849	10.334543302197858
1021277	16.424963	56.773758	0.720973	8.511282	11.408954	16.424963	16.424963	0.008889623	5.314091	2.9483905	1.1609114	12.54276427341964	5	12.473440831493033	11.162228812690543
1021382	286.85373	1042.2897	17.066519	10.632436	9.497402	286.85373	286.85373	0.010052529	33.857098	3.2524145	2.9141004	10.267907621978951	10	9.889491317991693	10.267907621978953
1021449	104.566345	356.85962	8.219758	11.091427	10.956435	104.566345	104.566345	0.009528043	15.36837	3.9090743	2.0134375	13.630678014265037	11	13.200001456191645	13.630678014265037
1023101	208.7694	716.58044	16.195263	14.954256	12.27134	208.7694	208.7694	0.0098702945	25.114897	3.8320656	2.7069929	9.262495453772496	0	9.262495453772495	5.039494111855755
1023109	247.52765	883.0619	32.915913	16.442982	15.22035	247.52765	247.52765	0.01306909	30.367983	4.4373436	3.3956099	10.26883195270601	15	9.75678817594287	9.979767126388122
1023133	11.2152405	41.761898	1.5837418	7.1477385	13.595792	11.2152405	11.2152405	0.011377807	6.5459285	0.98507	0.98507	9.12992547502119	20	7.994554142419168	9.00501807067117
1023363	78.11923	283.88663	8.01994	11.163647	8.538668	78.11923	78.11923	0.008315938	17.810328	1.7545756	1.726776	8.809547822275674	10	7.703142351697177	8.508517826611692
1024311	1796.8716	6298.5996	116.75776	20.326227	16.640263	1796.8716	1796.8716	0.008698903	107.73233	7.240249	4.78219	9.2645599422947	12	8.0280679720491	9.264559942294701
1025772	73.33602	247.87411	7.2404594	11.656295	15.702576	73.33602	73.33602	0.008719112	19.326372	2.307955	2.307955	13.630678014265037	23	12.38247209088371	9.99974826069358
1026433	18.171825	65.22942	8.714879	11.099328	7.926511	18.171825	18.171825	0.011684905	9.396906	0.8275179	0.8275179	6.58377099649244	11	6.084215752669034	4.778180359777968
1026527	54.997456	189.43404	3.9318852	10.9517	17.088589	54.997456	54.997456	0.01036145	15.610516	1.9180993	1.9180993	7.499204935331296	10	6.9541244340830275	6.8232873017788656
1027723	40.532852	141.0609	6.2324843	8.478797	10.302123	40.532852	40.532852	0.009918925	11.456168	1.4412918	1.4412918	8.296801355569418	0	8.296801355569418	7.831726274431807
1028599	2.0606124	7.236599	0.48588702	4.760619	10.823799	2.0606124	2.0606124	0.009074517	2.2307143	0.5240974	0.5240974	8.236447538213953	17	7.704322717553501	6.8326241644062335
1028676	16.569437	55.439053	1.5789808	9.838726	5.984132	16.569437	16.569437	0.009675158	7.8056197	0.8785042	0.87308013	10.957315988229867	11	10.398744754283117	10.627416230322392
1028924	20.188612	73.64583	2.2641969	7.8521366	8.972932	20.188612	20.188612	0.01057509	9.010758	1.0982385	1.0982385	11.692814977828087	0	11.692814977828087	11.684376005175144
1029090	225.18695	812.642	12.624139	18.55428	16.89996	225.18695	225.18695	0.009740562	29.30478	5.4340806	5.070504	13.630678014265037	14	12.320841807891888	13.329648018601056
1029559	55.190804	199.73581	4.149063	9.797578	11.828983	55.190804	55.190804	0.010908258	14.680395	1.7407672	1.6919676	8.78877644222041	13	7.966822990244896	4.356107277516168
1029618	5.6959524	20.783566	1.466959	9.284643	24.994108	5.6959524	5.6959524	0.010128765	6.000382	0.8034641	0.8034641	11.783821703634633	0	11.783821703634633	8.616538242766456
1030588	57.127365	200.9048	5.178918	15.915926	6.17327	57.127365	57.127365	0.008957323	17.779963	1.5054324	1.4497544	4.726122594047705	121	3.564461324608123	4.708254137500101
1032081	35.30045	125.24958	3.9345524	7.6304226	9.942373	35.30045	35.30045	0.009441723	11.345866	1.4356271	1.4346657	4.546992913514202	866	3.4904846203637314	4.546992913514202
1032826	9.361885	32.404724	0.99044484	5.283757	10.589549	9.361885	9.361885	0.010610358	4.9771276	1.046121	1.0158362	13.243825207030495	24	11.432331283114513	9.932377645932974
1033296	34.39567	128.73013	4.418967	8.301852	6.2149954	34.39567	34.39567	0.009634072	9.740522	1.7594923	1.5131955	13.329648018601056	9	13.297344680931705	12.954760380712607
1033403	13.116572	47.619217	1.2825078	7.194987	3.8471584	13.116572	13.116572	0.010903424	6.766299	0.7852035	0.7852035	13.028618022937074	14	12.341613187947148	12.052548361629261
1033727	81.44699	298.45535	4.879861	14.551682	14.081057	81.44699	81.44699	0.009728757	18.412472	3.6825159	2.0171428	1.9319597492354388	213	0.6309297535714575	1.6309297535714575
103383	29.986984	106.00283	3.171632	6.031587	7.7226486	29.986984	29.986984	0.009710458	9.606362	1.3119117	1.3119117	13.028618022937074	25	10.819558616729841	12.450488370301299
1033927	73.064285	277.35245	9.163075	9.367151	6.9110904	73.064285	73.064285	0.009468175	14.010629	2.0711558	1.5119797	7.032760767290031	281	6.489953968445532	6.729261059850396
1034263	99.76575	368.9017	15.6002035	9.508404	9.574753	99.76575	99.76575	0.009635016	19.656046	2.0534816	2.0534816	6.126872904960106	11	5.835311926113934	5.882076585657664
1034783	51.157127	175.47823	4.4472904	11.447149	14.027566	51.157127	51.157127	0.009992575	15.813058	2.007217	1.8133954	12.954760380712608	23	12.07560073241285	12.954760380712607
1035058	324.0325	1058.0367	28.285978	16.605145	19.792097	324.0325	324.0325	0.009674922	43.038757	4.3821716	4.3775163	9.236095403304654	0	9.236095403304654	7.105203634930417
1035666	199.28563	689.5984	35.282745	12.998636	21.223253	199.28563	199.28563	0.010166763	36.307274	3.2795382	3.2795382	12.352700389384644	0	12.352700389384644	9.646493526735025
1036149	69.12988	247.50076	6.0243406	10.045814	16.233479	69.12988	69.12988	0.010945991	16.739878	2.4420288	2.4417925	12.39425469393976	0	12.39425469393976	6.002167313827927
1036271	28.94085	95.16258	5.903336	9.398349	16.046719	28.94085	28.94085	0.008703512	11.833808	1.4560316	1.4560316	13.200001456191645	0	13.200001456191645	6.307725355032485
1036295	51.415436	183.16063	5.7000475	11.79039	10.289759	51.415436	51.415436	0.010806492	13.103513	1.5543501	1.5543501	12.377350101042358	13	11.739553196619186	11.320841807891888
1036485	15.138038	54.291103	2.3562675	4.599174	8.978355	15.138038	15.138038	0.009359884	5.204793	1.1929388	0.9837173	13.630678014265037	0	13.630678014265037	13.297344680931705
1036600	51.007225	166.71442	4.724345	8.778146	15.350758	51.007225	51.007225	0.010052057	14.336577	1.9649411	1.8670678	7.647369668226435	0	7.647369668226435	5.892789260714372
1036645	3.6494215	13.220514	0.275653	7.039989	22.069994	3.6494215	3.6494215	0.007759193	3.902689	0.74119115	0.74119115	13.630678014265037	12	10.630678014265037	13.630678014265037
1037249	30.587034	101.22531	4.217589	8.39178	18.665678	30.587034	30.587034	0.01056471	11.767757	1.4696859	1.4696859	11.737888753550664	18	10.345958667197682	10.834798766558722
1037662	144.7636	517.5764	14.193639	11.34275	18.29675	144.7636	144.7636	0.009995644	27.00996	3.0036135	2.987567	12.666414927360249	4	12.297344680931705	12.666414927360247
1038905	98.57832	340.4016	9.284865	9.301383	17.752235	98.57832	98.57832	0.010618851	23.843914	2.5380294	2.5380294	9.037125398968636	13	7.463437325363425	4.807747746503972
1039681	48.24467	170.56953	3.8722882	17.929544	10.058981	48.24467	48.24467	0.009482699	11.516528	3.253444	1.5633618	9.537360941263668	27	9.303551913806867	9.533506581008188
1040034	103.12557	359.1439	2.7393742	11.597965	12.307238	103.12557	103.12557	0.009431567	15.642445	3.8775997	2.2636826	7.112530645105653	12	6.708254137500101	7.015187420365593
1040068	31.617334	107.5457	3.4270012	6.805043	9.84328	31.617334	31.617334	0.009566535	10.007377	1.4450685	1.4370831	13.014183141815328	67	9.090021599684349	13.014183141815327
1040154	31.829052	112.2826	3.6693478	10.361836	14.129108	31.829052	31.829052	0.008858902	11.457158	1.5941609	1.5941609	13.05254836162926	10	13.028618022937074	13.052548361629261
1040401	51.742157	191.80438	7.8588743	9.662052	7.328908	51.742157	51.742157	0.011825106	13.540955	1.5143833	1.5143833	12.377350101042358	12	12.294441757424046	11.459825232928667
1040633	159.26465	565.8756	37.533367	12.416572	14.911217	159.26465	159.26465	0.008955787	29.80238	2.530359	2.530359	13.630678014265037	18	12.200001456191645	13.630678014265037
1040694	15.979641	54.269066	2.3672664	7.6554093	8.347814	15.979641	15.979641	0.010264347	6.84908	1.1295415	0.9887032	3.4904846203637314	44	2.751146832086206	3.4904846203637314
1040886	20.686487	70.19336	2.5461853	8.632352	5.8462734	20.686487	20.686487	0.009970032	8.2555275	1.1193455	1.1112757	13.630678014265037	0	13.630678014265037	12.769324898118251
1042505	14.129529	52.008987	3.452493	9.578486	12.579571	14.129529	14.129529	0.009151418	6.9341297	1.0806718	1.0806718	11.286614513512008	5	10.673467320746552	8.994140083115234
1043670	28.475777	101.14562	2.3825343	13.589916	5.2962914	28.475777	28.475777	0.010894344	11.394364	1.1863867	1.186233	6.885424265341916	3	6.254494511770458	5.903206826147914
1044289	192.20596	625.2659	18.298822	14.501645	10.94509	192.20596	192.20596	0.008406846	27.16438	2.9369338	2.9146013	7.80541884523126	0	7.80541884523126	7.133746781337509
1045590	712.0589	2542.8582	37.777134	28.598024	28.36015	712.0589	712.0589	0.0077539883	87.09335	9.086056	3.5558372	13.329648018601056	13	12.418185032631948	12.395218557589962
1045600	37.67019	127.62828	5.399969	6.7224526	12.137927	37.67019	37.67019	0.009581177	11.95553	1.5496346	1.5496346	13.630678014265037	0	13.630678014265037	13.630678014265037
1046416	35.74924	120.71548	2.4245725	6.298152	11.084469	35.74924	35.74924	0.01025125	10.716656	1.577874	1.5658374	10.783533072995452	0	10.783533072995452	10.326830990835003
1046469	93.600365	377.31924	11.672027	14.102873	26.895657	93.600365	93.600365	0.00847978	24.726322	3.071022	2.882191	8.953593782164829	16	7.642474384629632	7.130103992030091
1046614	33.817184	117.845085	3.935622	9.098251	13.042215	33.817184	33.817184	0.00919902	11.328991	1.3175498	1.3175498	11.315836410664804	9	10.660690157167636	10.808321768738919
1046750	19.321947	68.12577	4.4628024	7.9934998	10.903754	19.321947	19.321947	0.008581074	8.81843	1.0381484	1.0381484	13.630678014265037	13	10.999748260693579	13.243825207030495
1046828	34.398056	121.98869	2.4172332	9.133416	14.676343	34.398056	34.398056	0.010851893	10.725088	1.8694426	1.6498321	4.522787958033083	21	3.7104045217639126	3.7533279132226793
1047561	16.603628	57.56949	2.1392934	8.925202	9.323267	16.603628	16.603628	0.010323578	7.796191	1.0152593	1.0152593	9.600715122312987	0	9.600715122312987	6.708973510465627
1047663	24.105312	86.24895	2.5771682	8.830109	13.940803	24.105312	24.105312	0.011884597	8.727807	2.0048265	1.4094837	2.7073230812473543	0	2.7073230812473543	0.6164948724497099
1048273	10.5382595	34.880066	0.8342762	8.6129	23.940481	10.5382595	10.5382595	0.009295754	7.5502295	1.1548579	1.1548579	13.630678014265037	0	13.630678014265037	12.856972399795954
1048549	97.58048	329.59567	9.416169	11.169217	13.198822	97.58048	97.58048	0.011347163	19.616772	2.2892044	2.1931956	10.697644287749114	11	10.471968919283661	9.649374701759667
1048621	34.739544	117.116875	4.507882	7.462287	6.3751364	34.739544	34.739544	0.009325635	9.856844	1.2344545	1.2274395	6.84178923555039	47	3.435596059558872	5.974594756596726
1048730	6.253002	22.602531	0.89181423	6.8068013	12.7684145	6.253002	6.253002	0.0109246485	4.5999236	0.65437806	0.65437806	13.630678014265037	0	13.630678014265037	13.630678014265037
1050353	108.32796	402.61835	17.33779	13.34022	16.769108	108.32796	108.32796	0.009837479	25.090313	2.6308165	2.6308165	13.630678014265037	0	13.630678014265037	13.630678014265037
1051333	7.1764393	25.288086	0.9821005	5.182463	15.586873	7.1764393	7.1764393	0.011403147	4.354628	0.91712826	0.91712826	13.630678014265037	0	13.630678014265037	13.630678014265037
1051454	674.93396	2549.7356	39.50342	29.681826	27.35448	674.93396	674.93396	0.011410572	87.51095	8.540186	3.4542365	8.106448840895242	5	7.880154455364324	7.436348598802717
1051491	93.2283	312.5664	7.658449	8.54343	10.959629	93.2283	93.2283	0.00946723	17.733023	2.4086142	1.9836862	6.700796520860349	4	6.631473078933742	6.36108870339628
1051755	25.812315	87.03582	2.461386	7.089209	11.762793	25.812315	25.812315	0.010129591	7.8616114	1.6135238	1.2641982	6.195791123633264	108	4.8770711884305795	6.156706530853804
1051877	12.209237	42.824646	2.5319624	16.798729	8.949562	12.209237	12.209237	0.008971027	8.551539	0.58378255	0.58378255	12.763483535311371	0	12.763483535311373	9.199835126615804
1052350	36.15869	127.77195	4.2459393	10.152093	11.779147	36.15869	36.15869	0.009165475	11.230975	1.4371022	1.3456137	12.91049187369716	64	10.510460935750288	12.621427047379273
1052548	67.02055	229.90039	4.0972676	16.684402	12.827908	67.02055	67.02055	0.009220045	16.559076	2.5435836	1.9196918	4.874359455375908	11	4.541026122042574	4.184818934934552
1052985	177.41869	619.8054	16.099165	8.840339	14.796598	177.41869	177.41869	0.007016424	23.372631	3.9271185	3.07416	9.88181217290716	11	9.580782177243178	9.881812172907159
1053104	29.774096	100.44217	7.9787784	7.850812	11.354987	29.774096	29.774096	0.009432394	10.2670765	1.159903	1.159903	10.884715096414816	30	9.881812172907159	10.884715096414816
1053445	51.84103	172.98317	12.419137	9.387861	12.360462	51.84103	51.84103	0.010461139	14.163314	1.3028312	1.3028312	9.236095403304654	188	8.094483671549147	9.236095403304654
1053465	13.150159	47.540115	1.1826097	17.036232	11.111515	13.150159	13.150159	0.009614472	8.747061	0.7235613	0.7235613	12.630678014265037	60	7.567233641651266	12.630678014265037
1054018	13.296667	44.97776	1.2980193	5.854627	9.65375	13.296667	13.296667	0.010129945	5.9219995	1.0527234	0.99646497	10.127953607766282	0	10.127953607766282	8.70670653358755
1055009	9.102267	33.149906	0.98894477	8.200686	11.992496	9.102267	9.102267	0.009716596	5.1952176	1.1600916	0.91111296	9.142295867620732	142	5.240871624881532	9.119422013846043
1055035	38.084835	132.78703	3.0791464	7.7780275	17.024221	38.084835	38.084835	0.009164766	11.020323	1.9217416	1.8907762	11.363765199350652	9	10.890213160362878	8.667491334343573
1055269	48.32556	170.33167	4.24286	8.279507	17.545639	48.32556	48.32556	0.00957055	14.139256	1.8923749	1.8762454	12.480260071800362	0	12.480260071800362	7.479586139973563
1055324	2.981722	10.3757305	0.27047884	5.4333177	9.063876	2.981722	2.981722	0.0090142675	3.1487024	0.55417854	0.55417854	13.630678014265037	0	13.630678014265037	13.130678014265037
1055889	85.57659	295.8194	8.729928	11.761167	15.9370165	85.57659	85.57659	0.009489312	21.148981	2.406085	2.406085	6.894230476051083	5	6.537006336948709	6.676553580182008
1056025	30.7287	118.916336	6.5028763	10.943457	26.35386	30.7287	30.7287	0.0073143314	14.538281	1.7739713	1.7739713	10.098705269860856	0	10.098705269860856	8.364500809030382
1056286	229.23796	787.0996	18.86245	10.904054	11.594031	229.23796	229.23796	0.010577803	30.546745	3.0263295	2.9954665	7.739528978730511	18	7.350406725212233	7.105165649733196
1056884	19.075335	68.95884	1.7407191	8.686878	12.936082	19.075335	19.075335	0.009765353	8.349103	1.2915701	1.2915701	13.630678014265037	13	12.435991564784917	12.053353630336394
1057117	733.3429	2732.0647	44.64425	30.587063	28.018515	733.3429	733.3429	0.0112986015	91.25347	8.920119	3.7631717	8.98777288730906	4	8.787519691810996	8.60525827100049
1057190	616.5179	2362.7505	38.30575	21.589567	33.036964	616.5179	616.5179	0.010648102	77.74639	7.1927595	5.403271	9.861002807654677	8	9.851221188850714	8.604241319006139
1057219	244.72168	812.2675	19.8922	11.59734	11.13083	244.72168	244.72168	0.009075108	29.484833	3.2582529	2.754925	13.630678014265037	15	12.680849808481995	13.630678014265037
1057367	952.32654	3463.3818	46.07136	30.311432	30.65736	952.32654	952.32654	0.010259864	105.705986	9.720615	4.732533	12.262138419754692	12	12.01936705605131	8.80032329614254
1057536	65.18116	223.00299	4.6698346	7.6098166	8.473557	65.18116	65.18116	0.010222341	15.820831	1.6970683	1.6970683	11.065411420949784	16	10.36212314775362	8.95953505456356
1057939	173.66869	563.3986	28.923021	19.4202	11.00911	173.66869	173.66869	0.008866937	32.49345	2.214933	2.214933	13.05254836162926	0	13.052548361629261	12.102658231451585
1058036	9.7387295	35.300735	0.98865324	5.013623	6.451006	9.7387295	9.7387295	0.010415366	5.1183367	0.78050685	0.78050685	5.974235896161739	6	5.399766525196368	5.9304121453228875
1058040	14.796948	52.27761	1.9716469	8.677888	8.066731	14.796948	14.796948	0.009414562	6.1130977	1.3921257	0.9805983	12.269324898118253	250	5.075862675757698	12.269324898118251
1058926	7.538578	26.832008	1.2507894	6.120759	11.089538	7.538578	7.538578	0.009570314	5.607699	0.8240955	0.8240955	11.000660164518257	11	10.955291032630807	10.163512003852587
1059496	16.822538	60.24024	2.8993757	5.933779	9.756522	16.822538	16.822538	0.01013679	7.3376465	1.044782	1.044782	9.313413061707609	22	8.27017459885703	9.313413061707609
1059606	34.141556	121.16836	4.407814	7.53555	17.706865	34.141556	34.141556	0.008801358	11.344425	1.6903332	1.6903332	11.852411758745465	0	11.852411758745463	11.780006876302298
1059871	23.447592	80.13732	3.7031796	13.068518	12.108413	23.447592	23.447592	0.010034945	11.590611	0.9874471	0.9874471	11.090466355860942	26	10.289343738929666	8.7503517674175
1060475	84.232666	279.43347	6.2267528	7.768681	13.086339	84.232666	84.232666	0.009789317	16.146366	1.9883225	1.9883225	10.156325525489033	13	8.930352690333912	10.156325525489033
1062335	4.8582997	18.16667	0.5303603	4.6093073	19.102133	4.8582997	4.8582997	0.0100244405	3.527306	1.082363	1.0807067	10.246825570724347	57	4.477621561043211	9.668695918088574
1062625	241.73694	816.87115	23.228739	14.45782	15.182371	241.73694	241.73694	0.009912905	32.564743	3.3045034	3.2228913	5.78100467586858	31	5.365255665637912	5.78100467586858
1062784	27.600687	95.380424	2.008093	12.382192	12.42193	27.600687	27.600687	0.009141969	12.158305	1.2787753	1.2787753	6.392789260714372	483	0.0	6.392789260714372
1062818	18.430412	66.33746	1.9730648	9.68833	25.01134	18.430412	18.430412	0.010374546	10.177653	1.4517884	1.4517884	13.02614831116142	9	13.008279854613816	12.815213137479308
1063787	6.5407696	23.811626	0.5142606	17.166561	-inf	6.5407696	6.5407696	0.008181036	7.493817	0.6871375	0.6394731	12.424088319833457	88	9.65807586429916	11.713153146151345
1064294	2.9498549	9.941204	0.28307784	8.931363	11.9135065	2.9498549	2.9498549	0.010237091	3.5645297	0.49129334	0.46875623	8.492018456967738	2	8.122948210539196	7.561341898894345
