Percentile,Query ID,Predicted Depth,Reranked All Metric Value,Initial Metric Value,Maximum Metric Value,Depth of Maximum Metric Value,Bin,Metric Value At Predicted Depth,Ratio (Metric at Depth / Reranked All),Ratio (Metric at Depth / Maximum Metric Value)
10,488858,21,0.0,0.0,0.0,0,0.00~2.88,0.0,0.0,0.0
10,1069131,21,12.272991626623082,1.2388930321009313,12.424088319833457,682,0.00~2.88,3.3560833061691957,0.273452749604183,0.2701271288301807
10,1047663,21,0.6487982101190621,2.118559360971916,2.118559360971916,0,0.00~2.88,1.2640098914067264,1.9482327042406076,0.5966365232394742
10,917283,21,7.968559315204775,2.4484591188793923,7.968559315204775,251,0.00~2.88,3.538553940861261,0.44406445392322813,0.44406445392322813
10,512185,21,10.200703336794184,2.4861199886851275,10.980260071800362,92,0.00~2.88,7.552645801815457,0.7404044164849771,0.6878385167954495
10,263670,21,5.3117361917367045,2.6309297535714578,5.812753143731057,17,0.00~2.88,5.772010833408763,1.0866523910558836,0.9929908755257852
10,1003138,21,3.892789260714373,1.5773243839286435,4.541587470833434,19,0.00~2.88,4.5092841331640825,1.1583684168756097,0.9928872144648083
10,1036149,21,6.002167313827927,0.0,7.004610378012063,456,0.00~2.88,5.575943752580402,0.9289883905326028,0.7960391016299293
10,1064656,21,6.566433191863035,1.9637017381139303,6.863269784532752,657,0.00~2.88,4.561606311644851,0.6946855588658821,0.6646403907835604
10,975638,21,1.3010299956639813,1.7868837451814152,1.9871369406794797,4,0.00~2.88,1.7201861405678749,1.3221725450610977,0.8656605920574735
10,1087139,21,5.156706530853804,2.7618595071429155,5.445771357171692,28,0.00~2.88,4.2511468320862065,0.8243918490708326,0.7806326327835541
10,654870,21,13.630678014265037,1.0092509668857628,13.630678014265037,323,0.00~2.88,5.411705253789831,0.39702392266373476,0.39702392266373476
10,1062335,21,5.04874325232433,0.0,5.04874325232433,787,0.00~2.88,0.0,0.0,0.0
10,619828,21,3.5177825608059994,0.0,3.5177825608059994,496,0.00~2.88,0.0,0.0,0.0
10,1074453,21,8.964720516525471,2.6078773827878683,9.636471187836268,381,0.00~2.88,5.371185393592054,0.5991469989154561,0.5573809425562218
10,1039681,21,2.0,2.0,2.5,11,0.00~2.88,2.430676558073393,1.2153382790366964,0.9722706232293572
10,1030588,21,4.184818934934552,1.6309297535714575,5.316217416029574,46,0.00~2.88,3.279642067948914,0.7836998730269331,0.6169127052742549
10,1096713,21,6.032760767290031,0.3868528072345416,6.333790762954012,894,0.00~2.88,0.9642630869047908,0.15983777976628538,0.15224107063098952
10,719737,21,3.511434517427894,2.6682244746176447,4.564953991329102,25,0.00~2.88,3.3175293653079345,0.9447789354585505,0.7267388393419545
10,239850,21,10.587118676176692,1.6010035064104646,10.587118676176692,841,0.00~2.88,6.873865866975195,0.6492669136167218,0.6492669136167218
10,695238,21,5.174489091659804,0.2890648263178879,5.174489091659804,738,0.00~2.88,2.187882802898523,0.4228210291185913,0.4228210291185913
10,965807,21,8.370771334288122,2.622312263909616,8.42226585259027,489,0.00~2.88,5.504919501485479,0.6576358714920786,0.6536150244880289
10,1033727,21,1.9319597492354388,2.3739897479140213,2.577231762661349,68,0.00~2.88,2.3739897479140213,1.2287987619066667,0.9211394110177146
10,330967,21,1.6878828028985229,1.0900948219818691,1.7023176840202705,626,0.00~2.88,0.5900948219818691,0.3496065135378633,0.3466420090216501
10,968670,21,7.071438589090119,2.2461414348591218,7.649568241725895,70,0.00~2.88,3.56160631164485,0.5036607851109292,0.4655957302553956
10,473361,21,1.5616063116448506,0.0,1.8475896974461803,119,0.00~2.88,0.0,0.0,0.0
10,1079515,21,8.911201042624262,2.279642067948914,8.911201042624262,997,0.00~2.88,4.783075643374771,0.5367487076653589,0.5367487076653589
10,1087791,18,13.630678014265037,4.229377652464662,13.630678014265037,117,2.88~4.37,8.863943716359554,0.6502936763001144,0.6502936763001144
10,1101263,18,12.421618608057804,3.409955836659437,12.421618608057804,901,2.88~4.37,7.374359455375908,0.593671379556946,0.593671379556946
10,924972,18,8.113518726644532,3.4019548946573996,8.815922306406408,347,2.88~4.37,4.3433441277875025,0.5353218836513067,0.49267041800393985
10,1092032,18,6.922818895979957,4.148798210119062,6.922818895979957,861,2.88~4.37,4.431959749235439,0.6401958242485664,0.6401958242485664
10,866336,18,3.1567065308538043,3.7816139352038247,5.148089041191962,18,2.88~4.37,5.148089041191962,1.6308418254513963,1.0
10,671957,18,2.7201861405678747,3.3613531161467862,4.092919138072481,51,2.88~4.37,3.248205923381328,1.1941116363100144,0.7936159532609378
10,450523,18,4.997288266945328,4.2494891145433735,5.271918212141468,12,2.88~4.37,4.663954933611995,0.9332971572726405,0.8846789244322293
10,402572,18,4.543559338088345,3.540211658404094,4.876892671421679,56,2.88~4.37,3.898287324662435,0.8579809428223729,0.7993383466292344
10,171399,18,8.559160817757872,3.2262259821522976,8.559160817757872,597,2.88~4.37,6.282630887198177,0.7340241667341347,0.7340241667341347
10,164510,18,6.674489091659804,3.625745839335473,6.989953968445532,58,2.88~4.37,6.174489091659804,0.9250878991435042,0.8833375898515285
10,834602,18,9.13169978517829,3.673229871844729,10.507465390975335,132,2.88~4.37,5.491118097587652,0.6013248602960333,0.5225920708055694
10,1090662,18,8.666521315936086,3.5986264159021055,8.666521315936086,609,2.88~4.37,3.6400948247156153,0.42001798553500036,0.42001798553500036
10,1085741,18,4.746801352835673,3.5971647077311593,4.746801352835673,394,2.88~4.37,3.754494511770458,0.7909525241724251,0.7909525241724251
10,100856,18,13.630678014265037,2.9615373399998695,13.630678014265037,300,2.88~4.37,7.365008578898291,0.5403259156434127,0.5403259156434127
10,1019058,18,11.06714774590966,4.11122506247212,12.38325338824387,65,2.88~4.37,10.468887478767105,0.9459426872327003,0.8454068693051067
10,797502,18,6.043559338088346,3.886322155316342,6.043559338088346,313,2.88~4.37,3.939029634984729,0.6517731380843352,0.6517731380843352
10,211468,18,6.0979172469750065,3.305856875882166,7.614416616618959,30,2.88~4.37,6.929069499171866,1.1363010054964535,0.9099934831578196
10,1026433,18,5.14725060620651,2.937777140695345,6.2947061701745515,102,2.88~4.37,3.481600891534196,0.6764001129721782,0.5530998266496769
10,457394,18,7.744823006596777,3.304666305987414,7.744823006596777,895,2.88~4.37,3.637999639320748,0.4697330896034711,0.4697330896034711
10,1100454,18,6.95980101503999,3.5226953367657883,6.95980101503999,407,2.88~4.37,3.1608734930954365,0.45416147476987523,0.45416147476987523
10,996805,18,3.8868528072345416,4.2260366983061,5.301280641105942,15,2.88~4.37,4.96370173811393,1.277049063673074,0.9363212540806769
10,1100646,18,9.72101080824478,4.367641704535917,9.743884662019472,312,2.88~4.37,5.228094461302617,0.5378138718731246,0.5365513491432345
10,332019,18,10.756688266351016,4.254494511770457,10.756688266351016,254,2.88~4.37,5.543559338088346,0.5153593002624853,0.5153593002624853
10,830342,18,7.8104721530027295,3.859024214874074,7.854740660018176,697,2.88~4.37,4.543559338088345,0.5817265907979171,0.578448039820812
10,1100039,18,3.7533279132226793,3.765207186827167,4.1342774332557095,2,2.88~4.37,3.3188125564699806,0.8842319757828951,0.8027551633989989
10,802794,18,5.160054210538055,3.85401881764699,5.200796520860349,125,2.88~4.37,4.112882780014953,0.7970619323369647,0.7908178609792205
10,269938,18,6.84115575832647,4.080672063612895,6.966908885986502,313,2.88~4.37,4.948459118879392,0.7233367129313715,0.7102804414211453
10,918894,18,8.015909262736779,3.3272250883702914,8.015909262736779,619,2.88~4.37,5.335311926113934,0.6655903592766419,0.6655903592766419
10,306336,18,13.630678014265037,4.043559338088346,13.630678014265037,87,2.88~4.37,6.112882780014952,0.4484650560755365,0.4484650560755365
10,1034263,18,5.54874325232433,2.931959749235439,6.482478859442794,177,2.88~4.37,2.404635368040541,0.43336576566833507,0.3709438040878136
10,135880,18,6.310135611819163,3.9091960090910303,6.310135611819163,448,2.88~4.37,2.288166936343461,0.3626177117426166,0.3626177117426166
10,656220,18,6.622948210539195,3.444558395805453,7.789700772947467,27,2.88~4.37,6.0306962787678255,0.9105757869540773,0.7741884386254713
10,874884,18,8.142819231214371,3.204635319539654,9.046376365854396,52,2.88~4.37,8.2221052783595,1.0097369283160795,0.9088838387703929
10,116491,18,12.695284689603742,3.097257328998454,12.695284689603742,928,2.88~4.37,3.0971647077311593,0.24396181601720593,0.24396181601720593
10,1051755,18,5.939029634984729,3.6243767524318216,6.876892671421679,39,2.88~4.37,3.992549108885937,0.6722561351381778,0.58057458501247
10,213660,18,8.13263967748152,4.247219668259637,8.13263967748152,92,2.88~4.37,7.765809967178426,0.9548941395597779,0.9548941395597779
10,979572,18,7.60310116121099,4.08055300159297,7.60310116121099,303,2.88~4.37,5.864208129110059,0.7712916091433449,0.7712916091433449
10,389504,18,6.8300909483604615,3.0,6.842056117706555,69,2.88~4.37,1.8927892607143724,0.27712504489691014,0.2766404174639877
10,456357,18,6.9304121453228875,3.369822785672389,6.9304121453228875,302,2.88~4.37,6.641347319005,0.9582903844307488,0.9582903844307488
10,442189,18,8.749984529361274,3.263923995665121,9.665693084989062,255,2.88~4.37,3.939029634984729,0.45017561137016865,0.4075268685183155
10,1099683,18,6.949119036855944,3.6069794928134415,7.522078789105983,17,2.88~4.37,7.218579081666348,1.038776144628013,0.9596521498978202
10,1098356,18,9.929162120439162,4.053347682417997,9.934074896398952,695,2.88~4.37,5.208254137500101,0.5245411520453392,0.5242817465960584
10,1055889,18,6.2539638598522584,4.340317323341019,7.855412122439317,95,2.88~4.37,5.228094461302617,0.8359649301564918,0.6655404426673356
10,162886,18,8.429881493404688,2.9992908310729,8.429881493404688,263,2.88~4.37,6.241631452449938,0.7404174610678955,0.7404174610678955
10,622062,18,9.315508247102477,3.8685395945103425,9.38961038001162,41,2.88~4.37,6.692271652465801,0.7184011301312931,0.7127315598432232
10,1087736,18,11.078501186514847,4.154031861316619,11.078501186514847,564,2.88~4.37,8.365719574242577,0.7551309905012814,0.7551309905012814
10,1047561,18,7.260338343982993,3.378550388964511,9.106558954525523,53,2.88~4.37,5.816912817648129,0.8011903222759441,0.6387607928192681
10,381403,18,9.744415313937669,3.7354594566750743,9.744415313937669,997,2.88~4.37,7.241652922241692,0.7431593060164199,0.7431593060164199
10,735739,18,5.85384030063809,4.324185191753292,6.52551236453184,165,2.88~4.37,6.074964785783271,1.0377742599368618,0.9309559842078557
10,1082270,18,12.256688266351016,3.311852784350971,12.629198813731104,320,2.88~4.37,3.85401881764699,0.31444210164238634,0.30516732490240833
10,571100,18,13.200001456191645,4.212290493277218,13.200001456191645,635,2.88~4.37,4.653717711604541,0.35255433319832324,0.35255433319832324
10,455963,18,9.265576894289053,3.5184497671071098,11.022081258511642,295,2.88~4.37,9.009534778606044,0.9723663061022327,0.8174077624086251
10,1003549,18,8.160842233423907,2.9019548946573996,8.534917877079533,63,2.88~4.37,5.561606311644851,0.6814990600929018,0.6516297393534985
10,362023,18,4.378354379592625,3.8484900568262663,4.378354379592625,19,2.88~4.37,4.0773243839286435,0.9312458587027417,0.9312458587027417
10,459691,18,6.9933016481297825,4.183825954287171,7.858493562955875,60,2.88~4.37,4.886322155316342,0.6987146273924978,0.6217886565880716
10,1033927,13,6.717295890504302,4.869706193058121,6.717295890504302,540,4.37~5.38,6.174489091659804,0.9191926620931169,0.9191926620931169
10,529738,13,7.461372836841218,5.073681594621225,7.461372836841218,23,4.37~5.38,6.385424265341916,0.8557975060317712,0.8557975060317712
10,993211,13,9.990587445669451,4.447757238276852,9.990587445669451,626,4.37~5.38,5.894853749236579,0.5900407539890739,0.5900407539890739
10,600134,13,7.466556751077204,4.5,7.466556751077204,494,4.37~5.38,4.892789260714372,0.6552939224641248,0.6552939224641248
10,1097016,13,9.89103244292026,4.566433191863034,9.89103244292026,278,4.37~5.38,5.674489091659804,0.5737003820790674,0.5737003820790674
10,1093539,13,7.468966086184148,4.926166575664208,7.468966086184148,318,4.37~5.38,5.3610887033962795,0.7177819046886621,0.7177819046886621
10,821068,13,13.630678014265037,5.29895173983323,13.630678014265037,29,4.37~5.38,8.514892310742427,0.6246858961697473,0.6246858961697473
10,1090280,13,9.87045873230197,4.844589333752326,10.00504876754383,469,4.37~5.38,6.650153529714169,0.6737431065843921,0.6646797716056246
10,1007959,13,12.05254836162926,5.361541837194114,13.315213137479308,28,4.37~5.38,10.507619936637266,0.8718172805752467,0.7891439534723403
10,1011630,13,6.495452032393595,4.575050681524877,7.131473078933742,120,4.37~5.38,3.4157110250334464,0.5258619427868743,0.47896289970208294
10,1093322,13,8.559972811990695,5.276201766997367,8.559972811990695,433,4.37~5.38,7.424102087142003,0.8673044003997794,0.8673044003997794
10,19607,13,6.8461611555535535,4.529529680220046,7.484770054209548,93,4.37~5.38,4.550924333460803,0.6647410468520929,0.6080246020251877
10,785665,13,10.478336115089837,5.17792266708566,10.719706147290982,323,4.37~5.38,5.876892671421679,0.5608612480905603,0.5482326278978134
10,1036645,13,13.630678014265037,5.192357548207408,13.630678014265037,862,4.37~5.38,5.844589333752327,0.42878199658415644,0.42878199658415644
10,994443,13,11.509177744588245,4.949742310041438,11.720951353255806,113,4.37~5.38,5.282630887198177,0.4589929015287069,0.45069983894530763
10,916315,13,1.891413448285032,4.543559338088345,4.543559338088345,0,4.37~5.38,4.254494511770457,2.249373089542141,0.9363792118010483
10,634877,13,10.257311539536513,4.909462248258724,10.257311539536513,553,4.37~5.38,7.911379559633162,0.7712917297226448,0.7712917297226448
10,410760,13,7.855590639448216,4.84383197558958,8.8318188956991,217,4.37~5.38,8.233192479796996,1.048067912099771,0.9322193510791279
10,340197,13,4.684297151216396,5.142271649732057,5.849568290226781,377,4.37~5.38,5.356959726351868,1.1435994672030572,0.9157871932706653
10,1088837,13,9.842610987513432,5.360651235544246,10.175944320846764,19,4.37~5.38,8.071671742169094,0.8200742417239701,0.7932110758146751
10,778602,13,12.040583192283169,4.686335198985971,12.246591576155245,499,4.37~5.38,6.84115575832647,0.5681747843170071,0.5586171234489895
10,16973,13,12.954760380712608,5.070771382789007,12.954760380712608,103,4.37~5.38,7.030344143858526,0.5426842285964231,0.5426842285964231
10,1084479,13,7.7203773310208605,4.655048813310971,8.79170333707504,160,4.37~5.38,6.569959388556186,0.8509894150066685,0.7472908419066359
10,609949,13,10.060584540731597,4.387136618954822,10.060584540731597,524,4.37~5.38,5.26392399566512,0.5232224802001746,0.5232224802001746
10,951557,13,13.630678014265037,4.447734846805364,13.630678014265037,29,4.37~5.38,9.517049420531928,0.6982080723036641,0.6982080723036641
10,1058036,13,5.289700772947467,4.465251168443669,6.917549086002367,140,4.37~5.38,5.619600530854943,1.0623664309320948,0.8123687249615883
10,1089001,13,7.183020685580039,5.1750197435780025,7.516354018913372,32,4.37~5.38,5.871887274194594,0.8174676826397628,0.7812148362649215
10,936518,13,10.142295867620732,4.773619718727478,10.142295867620732,445,4.37~5.38,5.99356606088029,0.5909476650168275,0.5909476650168275
10,391977,13,11.448823927232777,5.373892307727825,11.448823927232777,663,4.37~5.38,6.101732074307339,0.5329571066066827,0.5329571066066827
10,214319,13,7.835166575383353,5.021156681242881,7.835166575383353,19,4.37~5.38,6.95337862036487,0.8874576632756096,0.8874576632756096
10,1090682,13,11.02632682817032,4.894761127969283,11.02632682817032,891,4.37~5.38,6.543559338088346,0.5934487014633655,0.5934487014633655
10,923492,13,5.8610887033962795,4.3910389219042445,6.150153529714167,213,4.37~5.38,4.840317323341019,0.8258392882769778,0.7870238198047026
10,1083736,13,5.595106944734643,5.2618595071429155,5.980703001559768,422,4.37~5.38,5.226122594047705,0.9340523149366831,0.8738308176621932
10,279717,13,12.769324898118253,4.999464448973299,13.630678014265037,181,4.37~5.38,11.211595338200368,0.8780100301036714,0.8225266070012802
10,166839,13,7.47625247413956,4.623104336076607,8.131325258797503,48,4.37~5.38,6.036927729531664,0.8074804523273477,0.7424285140973972
10,341089,13,8.440741988597637,4.892789260714372,8.989705221640826,98,4.37~5.38,6.392789260714372,0.7573729026844102,0.7111233464391108
10,633712,13,8.992245163212285,5.228008565561011,11.107144242513796,21,4.37~5.38,6.4949593656726154,0.7222845071266308,0.5847551111124006
10,1095638,13,10.1987182650296,5.212761690206443,10.1987182650296,985,4.37~5.38,7.174489091659804,0.7034696817011232,0.7034696817011232
10,1082240,13,7.475519087323785,5.339091269804263,7.475519087323785,296,4.37~5.38,4.134363328997314,0.5530536783737121,0.5530536783737121
10,918454,13,10.270934426425436,5.219476971640775,10.270934426425436,158,4.37~5.38,6.9304121453228875,0.6747596525874091,0.6747596525874091
10,195826,13,9.463023266059492,5.044816088497761,9.764053261723474,45,4.37~5.38,7.489029637718474,0.7913992629162148,0.7670000804969564
10,1033403,13,12.028618022937074,5.273115507561908,12.028618022937074,649,4.37~5.38,5.708075620491201,0.4745412656388799,0.4745412656388799
10,1086366,13,10.71804842974815,5.160054210538055,10.71804842974815,326,4.37~5.38,7.461372836841218,0.6961503193185836,0.6961503193185836
10,278920,13,5.9157110250334455,4.577231762661349,6.231175901819174,44,4.37~5.38,4.666136014748467,0.7887701064171042,0.7488371518104956
10,1007,13,8.720377331020861,5.043559338088346,8.720377331020861,50,4.37~5.38,6.859024214874074,0.786551310168033,0.786551310168033
10,247083,13,8.779919154143506,5.013006339229121,8.779919154143506,659,4.37~5.38,5.394853749236579,0.614453693083334,0.614453693083334
10,202247,13,10.062783114231056,4.717388511771597,10.679277986680766,65,4.37~5.38,7.324513355315619,0.7278814689901343,0.685862224436032
10,898655,13,5.885424265341916,4.70097503786925,6.174489091659804,19,4.37~5.38,5.569959388556187,0.9463989573965911,0.9020923522368538
10,888774,13,8.0287723220573,5.2618595071429155,8.87887126420228,542,4.37~5.38,5.2618595071429155,0.6553753545466852,0.5926270750604994
10,129524,13,5.545802343619451,4.813917272873177,6.173205900497757,30,4.37~5.38,5.453464516106477,0.9833499606023265,0.8834088161010075
10,99676,13,6.698694047140922,4.550831712193508,7.118610019613222,117,4.37~5.38,5.678101184094561,0.8476430098368261,0.7976418385682366
10,780850,18,13.630678014265037,5.483486863047501,13.630678014265037,60,5.38~6.34,8.326720877204723,0.6108809017783623,0.6108809017783623
10,984689,18,6.239566963927731,5.4143419381297955,7.688923972781549,13,5.38~6.34,7.648181662459256,1.2257552017111166,0.9947011687894797
10,334654,18,9.0429500787531,6.0608820395708225,9.077226943742447,28,5.38~6.34,7.55517237252514,0.8354765100690346,0.8323216351590104
10,495919,18,8.216851134327708,6.1208837220169885,9.220956172174708,138,5.38~6.34,6.974235896161738,0.8487723316569932,0.7563462797065769
10,1095656,18,9.91919951522064,5.776875698824168,9.91919951522064,683,5.38~6.34,6.309812235026179,0.6361211129329547,0.6361211129329547
10,788396,18,10.048300322564923,6.005993478765963,10.048300322564923,42,5.38~6.34,9.381633655898256,0.93365378767894,0.93365378767894
10,1085420,18,5.14527201342591,5.9950998974842955,8.08511611204912,322,5.38~6.34,7.468737832213675,1.4515729805392188,0.9237638308104362
10,581877,18,12.692814977828087,5.605165649733196,12.692814977828087,640,5.38~6.34,4.974235896161738,0.3918938316560017,0.3918938316560017
10,1091923,18,6.8326241644062335,5.597164707731159,6.8326241644062335,138,5.38~6.34,5.15170113362672,0.7539857322262671,0.7539857322262671
10,1029559,18,7.80163950154093,6.105111013663122,8.376242957483553,152,5.38~6.34,6.166580770925061,0.7904211377245869,0.7361988903886411
10,74717,18,10.98977792084229,5.411553177533561,10.98977792084229,494,5.38~6.34,8.067809004292375,0.7341193846139189,0.7341193846139189
10,706487,18,12.66569555439472,5.5306962787678255,13.040583192283169,340,5.38~6.34,6.475519087323785,0.5112643880877842,0.49656667894697426
10,1028599,18,7.920982661428224,5.9304121453228875,8.163401890222309,87,5.38~6.34,7.307569229495072,0.9225584175407666,0.8951622531591508
10,1089577,18,9.425457406737108,5.635373802007681,9.425457406737108,56,5.38~6.34,6.99618541920937,0.7422648172181704,0.7422648172181704
10,540970,18,8.77375627311039,5.459308348319012,8.77375627311039,274,5.38~6.34,6.316100823415308,0.7198856027916745,0.7198856027916745
10,337194,18,9.324009144150052,5.517425526788198,9.324009144150052,322,5.38~6.34,7.6871736339714225,0.824449388146987,0.824449388146987
10,798768,18,8.497023854194822,5.961084206202036,9.589183164698897,42,5.38~6.34,8.438413087324925,0.9931022005027134,0.8799928984973032
10,1093230,18,5.404635368040541,5.907131520568825,6.540618429383467,18,5.38~6.34,6.540618429383467,1.2101868089122871,1.0
10,1092255,18,13.630678014265037,6.1114277973696955,13.630678014265037,452,5.38~6.34,8.22684443641889,0.6035535743569892,0.6035535743569892
10,1065339,18,10.35742870041714,6.247589375721523,11.883253388243867,24,5.38~6.34,10.36039354831943,1.0002862532765657,0.8718482396890562
10,994442,18,8.279018794763418,6.331818895699101,8.606448840895242,17,5.38~6.34,8.606448840895242,1.0395493782836835,1.0
10,545760,18,5.710226004755012,6.043559338088346,6.043559338088346,0,5.38~6.34,5.742529342424365,1.005657103176381,0.9501899495274583
10,546145,18,7.899859146463662,5.98148429891993,7.899859146463662,201,5.38~6.34,7.210318626022307,0.9127148335613016,0.9127148335613016
10,1010927,18,12.96401134759837,5.948421412373435,12.96401134759837,103,5.38~6.34,11.831523786075934,0.9126437387967703,0.9126437387967703
10,457497,18,11.24173427775566,6.288355657390788,11.569071702620189,405,5.38~6.34,8.720377331020861,0.7757145931011837,0.7537663829195432
10,798814,18,13.05254836162926,5.404131156874971,13.05254836162926,285,5.38~6.34,7.192357548207408,0.5510309059149607,0.5510309059149607
10,964662,18,11.256688266351016,5.605165649733196,12.1987182650296,691,5.38~6.34,8.406195645397178,0.7467734245182346,0.6891048274715426
10,1098814,18,7.381898068648764,5.475519087323785,9.667962531272796,41,5.38~6.34,8.290983964109513,1.1231506974231569,0.8575730343690107
10,991571,18,8.61677868416999,5.697855612155471,9.508455902217058,43,5.38~6.34,7.306200142591421,0.847903887332484,0.7683897593601771
10,749752,18,7.808852420657118,6.066433191863035,8.16505960776514,16,5.38~6.34,7.852064442755065,1.0055337224690835,0.9616665180603935
10,316762,18,9.655073031199649,5.5401257626624885,9.655073031199649,474,5.38~6.34,6.156706530853804,0.6376654543118282,0.6376654543118282
10,446952,18,12.178785319959788,5.728094461302617,13.243825207030495,586,5.38~6.34,6.431695336484933,0.5281064710077482,0.4856372865047073
10,757441,18,8.484160794874303,6.083517849495262,9.235078451310304,20,5.38~6.34,8.644983629328433,1.0189556561152509,0.9361028901819294
10,1093084,18,5.456367439614134,5.399766525196368,5.5306962787678255,3,5.38~6.34,5.2458770221086155,0.9614229760302939,0.948502097691999
10,1100405,18,8.6566206351122,5.98858488154188,9.40042644317292,79,5.38~6.34,8.355997410427591,0.9652724501446618,0.8888955688277473
10,243139,18,12.71068343437569,5.6199526657642425,12.71068343437569,514,5.38~6.34,10.23038812547503,0.8048653070697387,0.8048653070697387
10,507070,18,13.630678014265037,6.2849616148880765,13.630678014265037,114,5.38~6.34,10.23801936001518,0.7511012547798938,0.7511012547798938
10,1095875,18,5.279642067948914,5.729470273731957,6.8555906394482165,12,5.38~6.34,6.439960691237475,1.2197722134105453,0.9393735755138096
10,353617,18,8.083396470111653,6.289700772947468,8.757507548908396,48,5.38~6.34,6.961372836841218,0.8611940367617603,0.7949034354767913
10,159901,18,4.48013918336325,6.016261397646077,7.150153529714167,16,5.38~6.34,6.5277553700629465,1.4570429852499687,0.9129531754717298
10,162879,18,7.917549086002367,5.429245546775109,7.992018456967737,22,5.38~6.34,7.304135654069214,0.9225248337244133,0.9139287769913993
10,441793,18,8.869175541139924,6.043559338088346,8.869175541139924,704,5.38~6.34,4.717029651336609,0.5318453366332115,0.5318453366332115
10,1056025,18,9.875297156964743,5.736900672011785,11.375870900508426,34,5.38~6.34,9.439782174228576,0.9558985440322662,0.8298074280894555
10,186932,18,13.630678014265037,5.79234410262352,13.630678014265037,466,5.38~6.34,9.032408632380733,0.6626529232755674,0.6626529232755674
10,607878,18,10.688747925178308,5.454014320452747,10.688747925178308,23,5.38~6.34,8.265762056634042,0.7733143408839585,0.7733143408839585
10,29416,18,10.206589940973284,5.428347656800681,10.495654767291173,404,5.38~6.34,6.859024214874075,0.6720191811899136,0.6535108449117103
10,952746,18,6.027152589711687,6.066525813130329,6.566525813130329,61,5.38~6.34,6.210318626022307,1.0303901441989844,0.9457540871314698
10,1090652,18,7.164299780196734,5.9649849292759765,7.703877961376906,107,5.38~6.34,7.18517106984385,1.0029132351084482,0.9326693784437431
10,805135,18,11.373221123997943,6.140613932189224,11.413117711010228,46,5.38~6.34,9.762809603484577,0.8584032172631081,0.8554025158319711
10,1036295,18,13.014183141815328,6.284516858711482,13.040583192283169,49,5.38~6.34,10.78943636019696,0.8290521381653123,0.8273737609052381
